thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,blank_cross.started,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,blank_cross.stopped,PID,Alter,Geschlecht (optional),MRI,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,,,,,,space,3.094883900000241,None,None,3,0.9397578000007343,0.2134039999991728,None,0,0,0,0,,,,,3,0,3,0,,,,,10,0,10,0,1435.0914403999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuh,2.3362,1435.0763318,1435.0768448,1435.0769482999995,1435.0914403999996,1437.4409780999995,1437.4254381,1437.4292326999994,1437.4409780999995,1437.4409780999995,1437.4409780999995,1437.4409780999995,1439.4412469,1439.4412469,1439.4412469,1439.4412469,1439.4255976999993,3,0.9397578000007343,0.2134039999991728,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
11,0,11,,,,,,space,3.094883900000241,None,None,3,0.7053745000002891,0.24240149999968708,None,0,0,0,0,,,,,3,0,3,0,,,,,11,0,11,0,1439.4412469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tee,3.2825,1439.4260789999998,1439.426665,1439.4267682,1439.4412469,1442.7241932999996,1442.7086198999996,1442.7121368999997,1442.7241932999996,1442.7241932999996,1442.7241932999996,1442.7241932999996,1444.7246264999994,1444.7246264999994,1444.7246264999994,1444.7246264999994,1444.7086233,3,0.7053745000002891,0.24240149999968708,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
12,0,12,,,,,,space,3.094883900000241,None,None,2,1.0827736999999615,0.24133970000002591,None,0,0,0,0,,,,,3,0,3,0,,,,,12,0,12,0,1444.7246264999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feier,2.4916,1444.7091149999997,1444.7097812000002,1444.7098879999994,1444.7246264999994,1447.2240987999994,1447.2084643999997,1447.2121429999997,1447.2240987999994,1447.2240987999994,1447.2240987999994,1447.2240987999994,1449.2240334999997,1449.2240334999997,1449.2240334999997,1449.2240334999997,1449.2084338999994,2,1.0827736999999615,0.24133970000002591,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
13,0,13,,,,,,space,3.094883900000241,None,None,3,1.2477709000004324,0.2202060999998139,None,0,0,0,0,,,,,3,0,3,0,,,,,13,0,13,0,1449.2240334999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bücher,3.0547,1449.2089191999994,1449.2094450999994,1449.2095491,1449.2240334999997,1452.2911945999995,1452.2746539999998,1452.2786179999994,1452.2911945999995,1452.2911945999995,1452.2911945999995,1452.2911945999995,1454.2903695999994,1454.2903695999994,1454.2903695999994,1454.2903695999994,1454.274684,3,1.2477709000004324,0.2202060999998139,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
14,0,14,,,,,,space,3.094883900000241,None,None,2,0.7305100000003222,0.3080608999998731,None,0,0,0,0,,,,,3,0,3,0,,,,,14,0,14,0,1454.2903695999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelenk,3.4445,1454.2751711,1454.2756939,1454.2757981999994,1454.2903695999994,1457.7400404,1457.7243300999999,1457.729284,1457.7400404,1457.7400404,1457.7400404,1457.7400404,1459.7400737999997,1459.7400737999997,1459.7400737999997,1459.7400737999997,1459.7244776999996,2,0.7305100000003222,0.3080608999998731,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
15,0,15,,,,,,space,3.094883900000241,None,None,3,1.233613499999592,0.19946620000064286,None,0,0,0,0,,,,,3,0,3,0,,,,,15,0,15,0,1459.7400737999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anruf,3.8592,1459.7249671999998,1459.7254755999993,1459.7255841999995,1459.7400737999997,1463.6066947,1463.5909339,1463.5949526999993,1463.6066947,1463.6066947,1463.6066947,1463.6066947,1465.6065727999994,1465.6065727999994,1465.6065727999994,1465.6065727999994,1465.5907225,3,1.233613499999592,0.19946620000064286,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
16,0,16,,,,,,space,3.094883900000241,None,None,2,0.669540999999299,0.23515600000064296,None,0,0,0,0,,,,,3,0,3,0,,,,,16,0,16,0,1465.6065727999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baum,4.7208,1465.5912105999996,1465.5917196999999,1465.5918238999993,1465.6065727999994,1470.3392132999998,1470.3237118999996,1470.3272532,1470.3392132999998,1470.3392132999998,1470.3392132999998,1470.3392132999998,1472.3393325999996,1472.3393325999996,1472.3393325999996,1472.3393325999996,1472.3238611999996,2,0.669540999999299,0.23515600000064296,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
17,0,17,,,,,,space,3.094883900000241,None,None,2,0.7165968999997858,0.2597310999999536,None,0,0,0,0,,,,,3,0,3,0,,,,,17,0,17,0,1472.3393325999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anwalt,2.0589,1472.3243501999996,1472.3248581999997,1472.3249612999998,1472.3393325999996,1474.4056411000001,1474.3900887,1474.3939903,1474.4056411000001,1474.4056411000001,1474.4056411000001,1474.4056411000001,1476.4056647999996,1476.4056647999996,1476.4056647999996,1476.4056647999996,1476.3900318999995,2,0.7165968999997858,0.2597310999999536,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
18,0,18,,,,,,space,3.094883900000241,None,None,3,0.777035999999498,0.24790930000017397,None,0,0,0,0,,,,,3,0,3,0,,,,,18,0,18,0,1476.4056647999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokomotive,4.4767,1476.3904591,1476.390958,1476.3910538999999,1476.4056647999996,1480.888422,1480.8729876999996,1480.8768579999996,1480.888422,1480.888422,1480.888422,1480.888422,1482.8889266999995,1482.8889266999995,1482.8889266999995,1482.8889266999995,1482.8730200999998,3,0.777035999999498,0.24790930000017397,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
19,0,19,,,,,,space,3.094883900000241,None,None,3,0.794736599999851,0.2833850999995775,None,0,0,0,0,,,,,3,0,3,0,,,,,19,0,19,0,1482.8889266999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foto,2.6097,1482.8735165999997,1482.8740303999994,1482.8741344999999,1482.8889266999995,1485.5050363,1485.4895998000002,1485.4932638999999,1485.5050363,1485.5050363,1485.5050363,1485.5050363,1487.5051302000002,1487.5051302000002,1487.5051302000002,1487.5051302000002,1487.489657,3,0.794736599999851,0.2833850999995775,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
20,0,20,,,,,,space,3.094883900000241,None,None,3,0.8787541000001511,0.18850209999982326,None,0,0,0,0,,,,,3,0,3,0,,,,,20,0,20,0,1487.5051302000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monument,2.2639,1487.4901444999996,1487.4906443,1487.4907476999997,1487.5051302000002,1489.7715586999993,1489.7559415999995,1489.7600513999996,1489.7715586999993,1489.7715586999993,1489.7715586999993,1489.7715586999993,1491.7713907999996,1491.7713907999996,1491.7713907999996,1491.7713907999996,1491.7558098999998,3,0.8787541000001511,0.18850209999982326,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
21,0,21,,,,,,space,3.094883900000241,None,None,3,0.7892153999991933,0.2503751000003831,None,0,0,0,0,,,,,3,0,3,0,,,,,21,0,21,0,1491.7713907999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,2.9832,1491.7562942999994,1491.7568799,1491.7569857999997,1491.7713907999996,1494.7544659999994,1494.738832,1494.7434094999999,1494.7544659999994,1494.7544659999994,1494.7544659999994,1494.7544659999994,1496.7545799,1496.7545799,1496.7545799,1496.7545799,1496.7390719999994,3,0.7892153999991933,0.2503751000003831,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
22,0,22,,,,,,space,3.094883900000241,None,None,2,1.3192888000003222,0.27825140000004467,None,0,0,0,0,,,,,3,0,3,0,,,,,22,0,22,0,1496.7545799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmerz,4.4429,1496.7395638999997,1496.7400772,1496.7401872,1496.7545799,1501.2039175,1501.1885938999994,1501.1928576,1501.2039175,1501.2039175,1501.2039175,1501.2039175,1503.2042548999998,1503.2042548999998,1503.2042548999998,1503.2042548999998,1503.1885293999994,2,1.3192888000003222,0.27825140000004467,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
23,0,23,,,,,,space,3.094883900000241,None,None,3,1.3877105000001393,0.23774219999995694,None,0,0,0,0,,,,,3,0,3,0,,,,,23,0,23,0,1503.2042548999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausflug,3.0127,1503.1890173000002,1503.1895316999999,1503.1896342999999,1503.2042548999998,1506.2202723,1506.2049392,1506.2086290999996,1506.2202723,1506.2202723,1506.2202723,1506.2202723,1508.2211658999995,1508.2211658999995,1508.2211658999995,1508.2211658999995,1508.2048669999995,3,1.3877105000001393,0.23774219999995694,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
24,0,24,,,,,,space,3.094883900000241,None,None,3,1.0427573000006305,0.2208106999996744,None,0,0,0,0,,,,,3,0,3,0,,,,,24,0,24,0,1508.2211658999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schleim,4.3942,1508.2053477999998,1508.2058723,1508.2059771999993,1508.2211658999995,1512.6203102999998,1512.6044204999998,1512.6081949,1512.6203102999998,1512.6203102999998,1512.6203102999998,1512.6203102999998,1514.6201180999997,1514.6201180999997,1514.6201180999997,1514.6201180999997,1514.604628,3,1.0427573000006305,0.2208106999996744,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
25,0,25,,,,,,space,3.094883900000241,None,None,2,0.595362799999748,0.26228880000053323,None,0,0,0,0,,,,,3,0,3,0,,,,,25,0,25,0,1514.6201180999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augen,2.9645,1514.6051180999993,1514.6056325999998,1514.6057364999997,1514.6201180999997,1517.5865937999997,1517.5708611,1517.5749466999996,1517.5865937999997,1517.5865937999997,1517.5865937999997,1517.5865937999997,1519.5865469,1519.5865469,1519.5865469,1519.5865469,1519.5711442000002,2,0.595362799999748,0.26228880000053323,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
26,0,26,,,,,,space,3.094883900000241,None,None,3,0.7679502999999386,0.21718500000042695,None,0,0,0,0,,,,,3,0,3,0,,,,,26,0,26,0,1519.5865469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weiss,2.8516,1519.5716300999993,1519.5723705,1519.5724749,1519.5865469,1522.4527742999999,1522.4370977999997,1522.4408211999998,1522.4527742999999,1522.4527742999999,1522.4527742999999,1522.4527742999999,1524.4529330999994,1524.4529330999994,1524.4529330999994,1524.4529330999994,1524.4374938,3,0.7679502999999386,0.21718500000042695,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
27,0,27,,,,,,space,3.094883900000241,None,None,3,1.3209178000006432,0.20281769999928656,None,0,0,0,0,,,,,3,0,3,0,,,,,27,0,27,0,1524.4529330999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loch,2.3229,1524.4379844999994,1524.4385016999995,1524.4386058999999,1524.4529330999994,1526.785782,1526.7701921999997,1526.7732926999997,1526.785782,1526.785782,1526.785782,1526.785782,1528.7860734999995,1528.7860734999995,1528.7860734999995,1528.7860734999995,1528.7703649999994,3,1.3209178000006432,0.20281769999928656,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
28,0,28,,,,,,space,3.094883900000241,None,None,3,0.8822878000000856,0.22429879999981495,None,0,0,0,0,,,,,3,0,3,0,,,,,28,0,28,0,1528.7860734999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kissen,3.6438,1528.7708591,1528.7713737999993,1528.7714833999999,1528.7860734999995,1532.4354494999998,1532.4198668999998,1532.4241459999994,1532.4354494999998,1532.4354494999998,1532.4354494999998,1532.4354494999998,1534.4360920999998,1534.4360920999998,1534.4360920999998,1534.4360920999998,1534.4200560999998,3,0.8822878000000856,0.22429879999981495,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
29,0,29,,,,,,space,3.094883900000241,None,None,3,0.8125792999999248,0.24074660000042059,None,0,0,0,0,,,,,3,0,3,0,,,,,29,0,29,0,1534.4360920999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzgurt,2.7357,1534.4205396999996,1534.4210517000001,1534.4211550999999,1534.4360920999998,1537.1855139,1537.1697863,1537.1738221999994,1537.1855139,1537.1855139,1537.1855139,1537.1855139,1539.1853836999999,1539.1853836999999,1539.1853836999999,1539.1853836999999,1539.1702442999995,3,0.8125792999999248,0.24074660000042059,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
30,0,30,,,,,,space,3.094883900000241,None,None,3,0.7698036000001593,0.23587959999986197,None,0,0,0,0,,,,,3,0,3,0,,,,,30,0,30,0,1539.1853836999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buch,3.6564,1539.1707508,1539.1712926,1539.1714013,1539.1853836999999,1542.8516690999995,1542.8361804999995,1542.8396237999996,1542.8516690999995,1542.8516690999995,1542.8516690999995,1542.8516690999995,1544.8516147999999,1544.8516147999999,1544.8516147999999,1544.8516147999999,1544.8363597999996,3,0.7698036000001593,0.23587959999986197,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
31,0,31,,,,,,space,3.094883900000241,None,None,3,0.9206465999995999,0.18358330000046408,None,0,0,0,0,,,,,3,0,3,0,,,,,31,0,31,0,1544.8516147999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bett,2.3916,1544.8368575999993,1544.8373740999996,1544.8374810999994,1544.8516147999999,1547.2514628999998,1547.2359375999995,1547.2396113999994,1547.2514628999998,1547.2514628999998,1547.2514628999998,1547.2514628999998,1549.2515603000002,1549.2515603000002,1549.2515603000002,1549.2515603000002,1549.2360204999995,3,0.9206465999995999,0.18358330000046408,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
32,0,32,,,,,,space,3.094883900000241,None,None,3,1.4378898000004483,0.25526669999999285,None,0,0,0,0,,,,,3,0,3,0,,,,,32,0,32,0,1549.2515603000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erbe,2.9061,1549.2365153,1549.2372609999993,1549.2373663999997,1549.2515603000002,1552.1679010999997,1552.1521705999994,1552.1557799000002,1552.1679010999997,1552.1679010999997,1552.1679010999997,1552.1679010999997,1554.1682922,1554.1682922,1554.1682922,1554.1682922,1554.1522808,3,1.4378898000004483,0.25526669999999285,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
33,0,33,,,,,,space,3.094883900000241,None,None,3,0.878636500000539,0.2350082000002658,None,0,0,0,0,,,,,3,0,3,0,,,,,33,0,33,0,1554.1682922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soße,2.7378,1554.1527803999998,1554.1532883,1554.1533945,1554.1682922,1556.9181405,1556.9024842999997,1556.9065283,1556.9181405,1556.9181405,1556.9181405,1556.9181405,1558.9175857999999,1558.9175857999999,1558.9175857999999,1558.9175857999999,1558.9018826000001,3,0.878636500000539,0.2350082000002658,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
34,0,34,,,,,,space,3.094883900000241,None,None,3,0.7957052000001568,0.24200779999955557,None,0,0,0,0,,,,,3,0,3,0,,,,,34,0,34,0,1558.9175857999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essen,2.2129,1558.9023676999996,1558.9029264,1558.9030315,1558.9175857999999,1561.1340128000002,1561.1184248999998,1561.1224510000002,1561.1340128000002,1561.1340128000002,1561.1340128000002,1561.1340128000002,1563.1340683999997,1563.1340683999997,1563.1340683999997,1563.1340683999997,1563.1185242000001,3,0.7957052000001568,0.24200779999955557,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
35,0,35,,,,,,space,3.094883900000241,None,None,2,0.9253053000002183,0.24486770000021352,None,0,0,0,0,,,,,3,0,3,0,,,,,35,0,35,0,1563.1340683999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atem,3.6297,1563.1190121,1563.1196326,1563.1197435999993,1563.1340683999997,1566.7675679999993,1566.7513665999995,1566.7557263999997,1566.7675679999993,1566.7675679999993,1566.7675679999993,1566.7675679999993,1568.7670385000001,1568.7670385000001,1568.7670385000001,1568.7670385000001,1568.751421,2,0.9253053000002183,0.24486770000021352,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
36,0,36,,,,,,space,3.094883900000241,None,None,2,0.6466589000001477,0.3101729999998497,None,0,0,0,0,,,,,3,0,3,0,,,,,36,0,36,0,1568.7670385000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finger,3.9589,1568.7519181999996,1568.7524506999998,1568.7525515999996,1568.7670385000001,1572.7334065999994,1572.7176322999994,1572.720996,1572.7334065999994,1572.7334065999994,1572.7334065999994,1572.7334065999994,1574.7333332999997,1574.7333332999997,1574.7333332999997,1574.7333332999997,1574.7176123,2,0.6466589000001477,0.3101729999998497,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
37,0,37,,,,,,space,3.094883900000241,None,None,3,1.0065097000006062,0.2074256999994759,None,0,0,0,0,,,,,3,0,3,0,,,,,37,0,37,0,1574.7333332999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,3.039,1574.7181039999996,1574.7186114999995,1574.7187169999997,1574.7333332999997,1577.7829191,1577.7672765999996,1577.7708068000002,1577.7829191,1577.7829191,1577.7829191,1577.7829191,1579.7829942999997,1579.7829942999997,1579.7829942999997,1579.7829942999997,1579.7677254999999,3,1.0065097000006062,0.2074256999994759,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
38,0,38,,,,,,space,3.094883900000241,None,None,2,0.7554928999998083,0.21644280000055005,None,0,0,0,0,,,,,3,0,3,0,,,,,38,0,38,0,1579.7829942999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,2.3419,1579.7682113,1579.7687288999996,1579.7688325999998,1579.7829942999997,1582.1329965999994,1582.1171969999996,1582.1207389,1582.1329965999994,1582.1329965999994,1582.1329965999994,1582.1329965999994,1584.1329719999994,1584.1329719999994,1584.1329719999994,1584.1329719999994,1584.1170880999998,2,0.7554928999998083,0.21644280000055005,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
39,0,39,,,,,,space,3.094883900000241,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,39,0,39,0,1584.1329719999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zähne,2.7584,1584.1175771999997,1584.1180789,1584.1181871,1584.1329719999994,1586.8992822,1586.8837128999994,1586.8875958999997,1586.8992822,1586.8992822,1586.8992822,1586.8992822,1588.8993726999997,1588.8993726999997,1588.8993726999997,1588.8993726999997,1588.8834843999994,None,,,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
40,0,40,,,,,,space,3.094883900000241,None,None,2,0.6152406999999585,0.1894570999993448,None,0,0,0,0,,,,,3,0,3,0,,,,,40,0,40,0,1588.8993726999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fisch,2.4167,1588.8839494999993,1588.8846641,1588.8848165999998,1588.8993726999997,1591.3158098999993,1591.3000315,1591.3041647999999,1591.3158098999993,1591.3158098999993,1591.3158098999993,1591.3158098999993,1593.3161065999993,1593.3161065999993,1593.3161065999993,1593.3161065999993,1593.3002921999996,2,0.6152406999999585,0.1894570999993448,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
41,0,41,,,,,,space,3.094883900000241,None,None,2,0.9819830000005823,0.27561770000011165,None,0,0,0,0,,,,,3,0,3,0,,,,,41,0,41,0,1593.3161065999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kellnerin,3.189,1593.3007297999993,1593.3012067,1593.3012967999994,1593.3161065999993,1596.5152234999996,1596.4995697999993,1596.5033503999994,1596.5152234999996,1596.5152234999996,1596.5152234999996,1596.5152234999996,1598.5152742,1598.5152742,1598.5152742,1598.5152742,1598.4996824999998,2,0.9819830000005823,0.27561770000011165,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
42,0,42,,,,,,space,3.094883900000241,None,None,2,0.6638853000004019,0.2905601000002207,None,0,0,0,0,,,,,3,0,3,0,,,,,42,0,42,0,1598.5152742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fledermaus,2.0842,1598.5001703999997,1598.5006812000001,1598.5007857,1598.5152742,1600.6151233,1600.5994509000002,1600.6048179999998,1600.6151233,1600.6151233,1600.6151233,1600.6151233,1602.6151002999995,1602.6151002999995,1602.6151002999995,1602.6151002999995,1602.5995163999996,2,0.6638853000004019,0.2905601000002207,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
43,0,43,,,,,,space,3.094883900000241,None,None,3,1.0152931000002354,0.21261820000017906,None,0,0,0,0,,,,,3,0,3,0,,,,,43,0,43,0,1602.6151002999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzert,2.0168,1602.6000073999994,1602.6005114999998,1602.6006174999993,1602.6151002999995,1604.6317007999996,1604.6157481999999,1604.6194329999998,1604.6317007999996,1604.6317007999996,1604.6317007999996,1604.6317007999996,1606.631351,1606.631351,1606.631351,1606.631351,1606.6157766999995,3,1.0152931000002354,0.21261820000017906,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
