thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
16,0,16,,,,,,space,3.7270582999999533,None,None,3,0.725973999999951,0.2399769000003289,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,261.7566459999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasse,3.3842,261.74113600000055,261.7417841000006,261.7418950000001,261.7566459999998,265.15642990000015,265.14044269999977,265.14376619999985,265.15642990000015,265.15642990000015,265.15642990000015,265.15642990000015,267.15588040000057,267.15588040000057,267.15588040000057,267.15588040000057,267.1402519000003,3,0.725973999999951,0.2399769000003289,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
17,0,17,,,,,,space,3.7270582999999533,None,None,3,0.8856871999996656,0.2615752000001521,None,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,267.15588040000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weltraum,2.2918,267.1407614,267.1412713999998,267.14137970000047,267.15588040000057,269.4556484000004,269.4399570000005,269.4442581000003,269.4556484000004,269.4556484000004,269.4556484000004,269.4556484000004,271.45553800000016,271.45553800000016,271.45553800000016,271.45553800000016,271.44007370000054,3,0.8856871999996656,0.2615752000001521,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
18,0,18,,,,,,space,3.7270582999999533,None,None,3,1.0666541000000507,0.23938920000000508,None,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,271.45553800000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,2.5109,271.4405813000003,271.4412848000002,271.4413951000006,271.45553800000016,273.97222260000035,273.9567053999999,273.9608896999998,273.97222260000035,273.97222260000035,273.97222260000035,273.97222260000035,275.97242970000025,275.97242970000025,275.97242970000025,275.97242970000025,275.95656169999984,3,1.0666541000000507,0.23938920000000508,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
19,0,19,,,,,,space,3.7270582999999533,None,None,3,1.089736000000812,0.2792059999992489,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,275.97242970000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebe,2.2605,275.9570813,275.9575896000006,275.9576986000002,275.97242970000025,278.2386062000005,278.2231369000001,278.2268382000002,278.2386062000005,278.2386062000005,278.2386062000005,278.2386062000005,280.23854420000043,280.23854420000043,280.23854420000043,280.23854420000043,280.22305229999984,3,1.089736000000812,0.2792059999992489,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
20,0,20,,,,,,space,3.7270582999999533,None,None,3,0.8920093000006091,0.2676486999998815,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,280.23854420000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monument,2.2206,280.2235584,280.22410130000026,280.2242137000003,280.23854420000043,282.47155889999976,282.4560964000002,282.46032990000003,282.47155889999976,282.47155889999976,282.47155889999976,282.47155889999976,284.4717271999998,284.4717271999998,284.4717271999998,284.4717271999998,284.4560078000004,3,0.8920093000006091,0.2676486999998815,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
21,0,21,,,,,,space,3.7270582999999533,None,None,3,1.1305958000002647,0.28222899999946094,None,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,284.4717271999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lernen,2.3381,284.45652100000007,284.4570375000003,284.45714790000056,284.4717271999998,286.8213927000006,286.80573770000046,286.80946649999987,286.8213927000006,286.8213927000006,286.8213927000006,286.8213927000006,288.8215430999999,288.8215430999999,288.8215430999999,288.8215430999999,288.8056602000006,3,1.1305958000002647,0.28222899999946094,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
22,0,22,,,,,,space,3.7270582999999533,None,None,2,0.7015986000005796,0.24078539999936766,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,288.8215430999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anwalt,2.5275,288.8061336999999,288.80669540000054,288.8067984999998,288.8215430999999,291.35440430000017,291.3390248000005,291.34395459999996,291.35440430000017,291.35440430000017,291.35440430000017,291.35440430000017,293.35442800000055,293.35442800000055,293.35442800000055,293.35442800000055,293.3394382000006,2,0.7015986000005796,0.24078539999936766,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
23,0,23,,,,,,space,3.7270582999999533,None,None,3,0.7399094000002151,0.2603073000000222,None,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,293.35442800000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,2.7057,293.33990300000005,293.3404177000002,293.34051570000065,293.35442800000055,296.07093369999984,296.0553571999999,296.05900420000035,296.07093369999984,296.07093369999984,296.07093369999984,296.07093369999984,298.07085860000007,298.07085860000007,298.07085860000007,298.07085860000007,298.0553396000005,3,0.7399094000002151,0.2603073000000222,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
24,0,24,,,,,,space,3.7270582999999533,None,None,3,0.7239085000001069,0.247287299999698,None,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,298.07085860000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bürste,3.5354,298.0558436000001,298.05643770000006,298.0565443000005,298.07085860000007,301.62104510000063,301.6049745,301.60849730000064,301.62104510000063,301.62104510000063,301.62104510000063,301.62104510000063,303.6203196000006,303.6203196000006,303.6203196000006,303.6203196000006,303.60508590000063,3,0.7239085000001069,0.247287299999698,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
25,0,25,,,,,,space,3.7270582999999533,None,None,3,0.8311260999998922,0.3182214999997086,None,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,303.6203196000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschirr,3.3702,303.60559360000025,303.6061000999998,303.60620930000005,303.6203196000006,307.0034827999998,306.98789410000063,306.9915537000006,307.0034827999998,307.0034827999998,307.0034827999998,307.0034827999998,309.00380310000037,309.00380310000037,309.00380310000037,309.00380310000037,308.9875191000001,3,0.8311260999998922,0.3182214999997086,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
26,0,26,,,,,,space,3.7270582999999533,None,None,2,1.0656439000003957,0.2234630000002653,None,0,0,0,0,,,,,0,0,0,0,,,,,26,0,26,0,309.00380310000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kartoffel,2.5332,308.98795860000064,308.98842310000055,308.9885156999999,309.00380310000037,311.5365089000006,311.5207940999999,311.52501180000036,311.5365089000006,311.5365089000006,311.5365089000006,311.5365089000006,313.5365182000005,313.5365182000005,313.5365182000005,313.5365182000005,313.52092340000036,2,1.0656439000003957,0.2234630000002653,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
27,0,27,,,,,,space,3.7270582999999533,None,None,2,1.038286099999823,0.21601450000071054,None,0,0,0,0,,,,,0,0,0,0,,,,,27,0,27,0,313.5365182000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finger,3.6177,313.5214354999998,313.52193609999995,313.52204429999983,313.5365182000005,317.1695169000004,317.15472800000043,317.16100150000057,317.1695169000004,317.1695169000004,317.1695169000004,317.1695169000004,319.17002109999976,319.17002109999976,319.17002109999976,319.17002109999976,319.1540896000006,2,1.038286099999823,0.21601450000071054,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
28,0,28,,,,,,space,3.7270582999999533,None,None,3,0.7647200999999768,0.25598420000005717,None,0,0,0,0,,,,,0,0,0,0,,,,,28,0,28,0,319.17002109999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telefon,2.5116,319.1545893000002,319.1550950999999,319.1552061000002,319.17002109999976,321.6861886000006,321.67071020000003,321.67561790000036,321.6861886000006,321.6861886000006,321.6861886000006,321.6861886000006,323.6860860000006,323.6860860000006,323.6860860000006,323.6860860000006,323.6704509000001,3,0.7647200999999768,0.25598420000005717,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
29,0,29,,,,,,space,3.7270582999999533,None,None,2,0.8077315000000453,0.21728410000014264,None,0,0,0,0,,,,,0,0,0,0,,,,,29,0,29,0,323.6860860000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinne,2.0889,323.6709716000005,323.6714765000006,323.6715855000002,323.6860860000006,325.7858817000006,325.7701009000002,325.77381400000013,325.7858817000006,325.7858817000006,325.7858817000006,325.7858817000006,327.7856016000005,327.7856016000005,327.7856016000005,327.7856016000005,327.77023610000015,2,0.8077315000000453,0.21728410000014264,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
30,0,30,,,,,,space,3.7270582999999533,None,None,3,1.2732356999995318,0.34074109999983193,None,0,0,0,0,,,,,0,0,0,0,,,,,30,0,30,0,327.7856016000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tradition,5.0312,327.77074640000046,327.77126580000004,327.7713727999999,327.7856016000005,332.81861519999984,332.80308289999994,332.8066550000003,332.81861519999984,332.81861519999984,332.81861519999984,332.81861519999984,334.81860510000024,334.81860510000024,334.81860510000024,334.81860510000024,334.8030348000002,3,1.2732356999995318,0.34074109999983193,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
31,0,31,,,,,,space,3.7270582999999533,None,None,2,0.7234491999997772,0.2314501000000746,None,0,0,0,0,,,,,0,0,0,0,,,,,31,0,31,0,334.81860510000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akrobatin,2.2829,334.80354160000024,334.8040615,334.8041751999999,334.81860510000024,337.1014888999998,337.0860972999999,337.0891751999998,337.1014888999998,337.1014888999998,337.1014888999998,337.1014888999998,339.10189979999996,339.10189979999996,339.10189979999996,339.10189979999996,339.0862997000004,2,0.7234491999997772,0.2314501000000746,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
32,0,32,,,,,,space,3.7270582999999533,None,None,3,0.8740197999995871,0.30477499999960855,None,0,0,0,0,,,,,0,0,0,0,,,,,32,0,32,0,339.10189979999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,2.1579,339.08685330000026,339.0873633000001,339.08747399999993,339.10189979999996,341.26820339999995,341.25263580000046,341.25657610000053,341.26820339999995,341.26820339999995,341.26820339999995,341.26820339999995,343.2683371000003,343.2683371000003,343.2683371000003,343.2683371000003,343.2527522999999,3,0.8740197999995871,0.30477499999960855,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
33,0,33,,,,,,space,3.7270582999999533,None,None,2,1.2035323000000062,0.22414990000015678,None,0,0,0,0,,,,,0,0,0,0,,,,,33,0,33,0,343.2683371000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klee,2.3807,343.25324249999994,343.2539794000004,343.2540914000001,343.2683371000003,345.6512250000005,345.63537890000043,345.6382147000004,345.6512250000005,345.6512250000005,345.6512250000005,345.6512250000005,347.6514668,347.6514668,347.6514668,347.6514668,347.63562640000055,2,1.2035323000000062,0.22414990000015678,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
34,0,34,,,,,,space,3.7270582999999533,None,None,3,0.7722775000002002,0.32495709999966493,None,0,0,0,0,,,,,0,0,0,0,,,,,34,0,34,0,347.6514668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeit,2.3942,347.63612960000046,347.6367755000001,347.63688139999977,347.6514668,350.0513246999999,350.03570240000045,350.0397475,350.0513246999999,350.0513246999999,350.0513246999999,350.0513246999999,352.05107099999987,352.05107099999987,352.05107099999987,352.05107099999987,352.035382,3,0.7722775000002002,0.32495709999966493,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
35,0,35,,,,,,space,3.7270582999999533,None,None,2,0.8741368999999395,0.26168520000010176,None,0,0,0,0,,,,,0,0,0,0,,,,,35,0,35,0,352.05107099999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gras,3.0725,352.0358248000002,352.03628540000045,352.0363747000001,352.05107099999987,355.13411030000043,355.1185354999998,355.12224530000003,355.13411030000043,355.13411030000043,355.13411030000043,355.13411030000043,357.1339873000006,357.1339873000006,357.1339873000006,357.1339873000006,357.1184723000006,2,0.8741368999999395,0.26168520000010176,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
36,0,36,,,,,,space,3.7270582999999533,None,None,3,0.6659610000006069,0.33216339999944466,None,0,0,0,0,,,,,0,0,0,0,,,,,36,0,36,0,357.1339873000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raum,3.3294,357.1189935000002,357.11967580000055,357.1197825999998,357.1339873000006,360.46712970000044,360.45152980000057,360.4552650000005,360.46712970000044,360.46712970000044,360.46712970000044,360.46712970000044,362.4671235000005,362.4671235000005,362.4671235000005,362.4671235000005,362.4516385000006,3,0.6659610000006069,0.33216339999944466,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
37,0,37,,,,,,space,3.7270582999999533,None,None,2,0.6621002000001681,0.25893399999949906,None,0,0,0,0,,,,,0,0,0,0,,,,,37,0,37,0,362.4671235000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,2.3125,362.45215129999997,362.4526614000006,362.4527668999999,362.4671235000005,364.7837180000006,364.76829069999985,364.7718439,364.7837180000006,364.7837180000006,364.7837180000006,364.7837180000006,366.78340300000036,366.78340300000036,366.78340300000036,366.78340300000036,366.76805590000004,2,0.6621002000001681,0.25893399999949906,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
38,0,38,,,,,,space,3.7270582999999533,None,None,2,1.0583753999999317,0.22638780000033876,None,0,0,0,0,,,,,0,0,0,0,,,,,38,0,38,0,366.78340300000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumen,3.9676,366.76856750000024,366.76907930000016,366.7691845999998,366.78340300000036,370.7666549000005,370.7510751,370.7552391999998,370.7666549000005,370.7666549000005,370.7666549000005,370.7666549000005,372.7664384999998,372.7664384999998,372.7664384999998,372.7664384999998,372.75093240000024,2,1.0583753999999317,0.22638780000033876,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
39,0,39,,,,,,space,3.7270582999999533,None,None,3,0.8158923999999388,0.3291465000002063,None,0,0,0,0,,,,,0,0,0,0,,,,,39,0,39,0,372.7664384999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skizze,2.0788,372.7514369999999,372.75194740000006,372.7520586999999,372.7664384999998,374.84966500000064,374.83394990000033,374.83730900000046,374.84966500000064,374.84966500000064,374.84966500000064,374.84966500000064,376.84962259999975,376.84962259999975,376.84962259999975,376.84962259999975,376.8338918999998,3,0.8158923999999388,0.3291465000002063,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
40,0,40,,,,,,space,3.7270582999999533,None,None,3,1.525066600000173,0.3101655000000392,None,0,0,0,0,,,,,0,0,0,0,,,,,40,0,40,0,376.84962259999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelenk,2.8866,376.83437890000005,376.83487890000015,376.83499120000033,376.84962259999975,379.74922330000027,379.7335272999999,379.73722520000047,379.74922330000027,379.74922330000027,379.74922330000027,379.74922330000027,381.7493506999999,381.7493506999999,381.7493506999999,381.7493506999999,381.7340819000001,3,1.525066600000173,0.3101655000000392,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
41,0,41,,,,,,space,3.7270582999999533,None,None,3,1.1641908000001422,0.3331482000003234,None,0,0,0,0,,,,,0,0,0,0,,,,,41,0,41,0,381.7493506999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hütte,3.2428,381.73463249999986,381.7352804000002,381.73539679999976,381.7493506999999,384.99989220000043,384.98311490000015,384.98665620000065,384.99989220000043,384.99989220000043,384.99989220000043,384.99989220000043,386.99914119999994,386.99914119999994,386.99914119999994,386.99914119999994,386.9840055000004,3,1.1641908000001422,0.3331482000003234,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
42,0,42,,,,,,space,3.7270582999999533,None,None,3,0.9500072999999247,0.2966437000004589,None,0,0,0,0,,,,,0,0,0,0,,,,,42,0,42,0,386.99914119999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimmer,4.1935,386.9845014000002,386.9850256999998,386.98513809999986,386.99914119999994,391.1986145999999,391.1831308999999,391.18812849999995,391.1986145999999,391.1986145999999,391.1986145999999,391.1986145999999,393.19851800000015,393.19851800000015,393.19851800000015,393.19851800000015,393.18299190000016,3,0.9500072999999247,0.2966437000004589,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
43,0,43,,,,,,space,3.7270582999999533,None,None,3,1.2903526999998576,0.2906943999996656,None,0,0,0,0,,,,,0,0,0,0,,,,,43,0,43,0,393.19851800000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,3.3357,393.1835009000006,393.1840302999999,393.1841411000005,393.19851800000015,396.5479419000003,396.5324384000005,396.5377539000001,396.5479419000003,396.5479419000003,396.5479419000003,396.5479419000003,398.54827190000015,398.54827190000015,398.54827190000015,398.54827190000015,398.53265250000004,3,1.2903526999998576,0.2906943999996656,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
44,0,44,,,,,,space,3.7270582999999533,None,None,3,0.9984011999995346,0.29782239999985904,None,0,0,0,0,,,,,0,0,0,0,,,,,44,0,44,0,398.54827190000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,2.9551,398.5331563999998,398.53379740000037,398.5339068000003,398.54827190000015,401.51451090000046,401.49886380000044,401.5018205000006,401.51451090000046,401.51451090000046,401.51451090000046,401.51451090000046,403.51472040000044,403.51472040000044,403.51472040000044,403.51472040000044,403.4990552999998,3,0.9984011999995346,0.29782239999985904,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
45,0,45,,,,,,space,3.7270582999999533,None,None,3,1.1384592000003977,0.3670718000003035,None,0,0,0,0,,,,,0,0,0,0,,,,,45,0,45,0,403.51472040000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frieden,3.1117,403.4995761,403.5000832000005,403.50019429999975,403.51472040000044,406.6310788999999,406.61508520000007,406.61828030000015,406.6310788999999,406.6310788999999,406.6310788999999,406.6310788999999,408.6311161000003,408.6311161000003,408.6311161000003,408.6311161000003,408.61556590000055,3,1.1384592000003977,0.3670718000003035,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
46,0,46,,,,,,space,3.7270582999999533,None,None,2,0.7900283999997555,0.21065139999973326,None,0,0,0,0,,,,,0,0,0,0,,,,,46,0,46,0,408.6311161000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fisch,3.5998,408.6160740000005,408.6165847000002,408.6166933000004,408.6311161000003,412.2308761000004,412.2151654999998,412.2191149999999,412.2308761000004,412.2308761000004,412.2308761000004,412.2308761000004,414.23070330000064,414.23070330000064,414.23070330000064,414.23070330000064,414.2150369000001,2,0.7900283999997555,0.21065139999973326,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
47,0,47,,,,,,space,3.7270582999999533,None,None,3,0.9071152000005895,0.2976507999992464,None,0,0,0,0,,,,,0,0,0,0,,,,,47,0,47,0,414.23070330000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,4.6747,414.21555069999977,414.21613590000015,414.21624190000057,414.23070330000064,418.91358409999975,418.8984285000006,418.9019865999999,418.91358409999975,418.91358409999975,418.91358409999975,418.91358409999975,420.9137335000005,420.9137335000005,420.9137335000005,420.9137335000005,420.89810190000026,3,0.9071152000005895,0.2976507999992464,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
48,0,48,,,,,,space,3.7270582999999533,None,None,3,1.189336800000092,0.32212760000038543,None,0,0,0,0,,,,,0,0,0,0,,,,,48,0,48,0,420.9137335000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissen,2.1936,420.8986015999999,420.8992474000006,420.89935719999994,420.9137335000005,423.1133869000005,423.09798050000063,423.10262670000066,423.1133869000005,423.1133869000005,423.1133869000005,423.1133869000005,425.11338310000065,425.11338310000065,425.11338310000065,425.11338310000065,425.0974838000002,3,1.189336800000092,0.32212760000038543,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
